"geoid","name","crime_other","crime_personal","crime_property","density","median_income","unemployed","education"
"170312426003","Block Group 3, Census Tract 2426, Cook County, Illinois",5,18,73,1216,33716,0.04117108874656907594,0.85987261146496815287
"170312426004","Block Group 4, Census Tract 2426, Cook County, Illinois",6,16,45,1363,22975,0.11764705882352941176,0.48512820512820512821
"170312427001","Block Group 1, Census Tract 2427, Cook County, Illinois",9,70,83,1852,23045,0.15662650602409638554,0.68971477960242005186
"170312428001","Block Group 1, Census Tract 2428, Cook County, Illinois",9,32,113,1547,33005,0.08907823392718822618,0.64910790144435004248
"170312429001","Block Group 1, Census Tract 2429, Cook County, Illinois",1,15,65,1239,43517,0.03925417075564278705,0.66006256517205422315
"170312429002","Block Group 2, Census Tract 2429, Cook County, Illinois",3,10,43,708,34311,0.01907790143084260731,0.79715302491103202847
"170312430001","Block Group 1, Census Tract 2430, Cook County, Illinois",7,14,106,696,33708,0.05426356589147286822,0.66171003717472118959
"170312430002","Block Group 2, Census Tract 2430, Cook County, Illinois",7,17,80,1800,43624,0.01790830945558739255,0.64426229508196721311
"170312431001","Block Group 1, Census Tract 2431, Cook County, Illinois",8,21,49,1858,29550,0.02635327635327635328,0.63273960983884648007
"170312431002","Block Group 2, Census Tract 2431, Cook County, Illinois",13,24,75,695,48269,0.13030303030303030303,0.62897526501766784452
"170312432001","Block Group 1, Census Tract 2432, Cook County, Illinois",8,13,42,982,50489,0.00438596491228070175,0.71542553191489361702
"170312432002","Block Group 2, Census Tract 2432, Cook County, Illinois",7,41,88,1199,45256,0.03104925053533190578,0.7991021324354657688
"170312433001","Block Group 1, Census Tract 2433, Cook County, Illinois",13,19,55,913,41275,0.10049019607843137255,0.61619190404797601199
"170312433002","Block Group 2, Census Tract 2433, Cook County, Illinois",9,23,78,1429,45185,0.09772727272727272727,0.85365853658536585366
"170312434001","Block Group 1, Census Tract 2434, Cook County, Illinois",9,36,60,1239,31989,0.09194395796847635727,0.65342163355408388521
"170312434002","Block Group 2, Census Tract 2434, Cook County, Illinois",2,15,39,473,40436,0.10675381263616557734,0.68863636363636363636
"170312434003","Block Group 3, Census Tract 2434, Cook County, Illinois",6,6,47,1154,46841,0.06007393715341959335,0.79865771812080536913
"170312435001","Block Group 1, Census Tract 2435, Cook County, Illinois",9,28,102,1187,40329,0.10119695321001088139,0.89185580774365821095
"170312435002","Block Group 2, Census Tract 2435, Cook County, Illinois",8,37,183,1981,77257,0.03444316877152698048,0.96939376103590347263
"170312502001","Block Group 1, Census Tract 2502, Cook County, Illinois",21,74,65,1988,13835,0.10110584518167456556,0.45562130177514792899
"170312502002","Block Group 2, Census Tract 2502, Cook County, Illinois",21,119,102,1020,15769,0.15995260663507109005,0.40322580645161290323
"170312503001","Block Group 1, Census Tract 2503, Cook County, Illinois",13,61,50,1847,16088,0.0328836424957841484,0.52708907254361799816
"170312503002","Block Group 2, Census Tract 2503, Cook County, Illinois",16,63,79,867,13303,0.22503516174402250352,0.62011173184357541899
"170312503003","Block Group 3, Census Tract 2503, Cook County, Illinois",37,144,89,1630,14743,0.07350565428109854604,0.34574468085106382979
"170312503004","Block Group 4, Census Tract 2503, Cook County, Illinois",9,15,20,504,18294,0.16397228637413394919,0.45454545454545454545
"170312504001","Block Group 1, Census Tract 2504, Cook County, Illinois",12,22,42,418,21647,0,0.60402684563758389262
"170312504002","Block Group 2, Census Tract 2504, Cook County, Illinois",21,79,81,895,20062,0,0.31280388978930307942
"170312504003","Block Group 3, Census Tract 2504, Cook County, Illinois",31,125,79,1979,14757,0.10747126436781609195,0.55520751761942051684
"170312504004","Block Group 4, Census Tract 2504, Cook County, Illinois",15,57,53,1178,20517,0.17094861660079051383,0.60987074030552291422
"170312504005","Block Group 5, Census Tract 2504, Cook County, Illinois",21,58,100,1487,15812,0.18060498220640569395,0.38943894389438943894
"170312505001","Block Group 1, Census Tract 2505, Cook County, Illinois",9,9,29,1521,23602,0.09116809116809116809,0.76842105263157894737
"170312505002","Block Group 2, Census Tract 2505, Cook County, Illinois",10,8,67,1355,38974,0.05304347826086956522,0.86917740336967294351
"170312505003","Block Group 3, Census Tract 2505, Cook County, Illinois",9,5,25,734,31215,0.07067137809187279152,0.8285163776493256262
"170312505004","Block Group 4, Census Tract 2505, Cook County, Illinois",5,7,19,752,38619,0.13658536585365853659,0.84684684684684684685
"170312505005","Block Group 5, Census Tract 2505, Cook County, Illinois",2,8,24,632,51180,0.03872053872053872054,0.91342756183745583039
"170312505006","Block Group 6, Census Tract 2505, Cook County, Illinois",7,11,31,1099,24501,0.11573472041612483745,0.68449931412894375857
"170312505007","Block Group 7, Census Tract 2505, Cook County, Illinois",6,5,132,1482,23089,0.07757885763000852515,0.49725776965265082267
"170312506001","Block Group 1, Census Tract 2506, Cook County, Illinois",16,65,103,1049,15516,0.14954337899543378995,0.49499284692417739628
"170312506002","Block Group 2, Census Tract 2506, Cook County, Illinois",9,70,72,937,17105,0.05466666666666666667,0.51264755480607082631
"170312506003","Block Group 3, Census Tract 2506, Cook County, Illinois",16,62,75,1276,19057,0.13559322033898305085,0.52918781725888324873
"170312506004","Block Group 4, Census Tract 2506, Cook County, Illinois",16,49,76,1319,16192,0.11969839773798303487,0.49740932642487046632
"170312507001","Block Group 1, Census Tract 2507, Cook County, Illinois",30,98,59,1262,16812,0.16846652267818574514,0.51622002820874471086
"170312507002","Block Group 2, Census Tract 2507, Cook County, Illinois",24,81,65,957,7439,0.25907384230287859825,0.25673249551166965889
"170312507003","Block Group 3, Census Tract 2507, Cook County, Illinois",21,107,81,1137,12891,0,0.65255474452554744526
"170312507004","Block Group 4, Census Tract 2507, Cook County, Illinois",19,71,71,1249,13156,0.13465346534653465347,0.40355029585798816568
"170312507005","Block Group 5, Census Tract 2507, Cook County, Illinois",25,82,65,1296,18921,0.15513392857142857143,0.42179487179487179487
"170312508001","Block Group 1, Census Tract 2508, Cook County, Illinois",50,181,230,1151,15421,0.11538461538461538462,0.37535014005602240896
"170312508002","Block Group 2, Census Tract 2508, Cook County, Illinois",24,111,85,1100,21599,0.09567198177676537585,0.37702503681885125184
"170312510001","Block Group 1, Census Tract 2510, Cook County, Illinois",31,178,115,1210,14762,0.08140703517587939698,0.2665799739921976593
"170312511001","Block Group 1, Census Tract 2511, Cook County, Illinois",17,96,57,822,8562,0.04210526315789473684,0.31099656357388316151
"170312511002","Block Group 2, Census Tract 2511, Cook County, Illinois",31,176,55,954,9421,0.14657534246575342466,0.22164948453608247423
"170312511003","Block Group 3, Census Tract 2511, Cook County, Illinois",39,197,72,1705,18044,0.15627466456195737964,0.37775647171620325983
"170312511004","Block Group 4, Census Tract 2511, Cook County, Illinois",25,121,97,1178,14122,0.07317073170731707317,0.41085271317829457364
"170312512001","Block Group 1, Census Tract 2512, Cook County, Illinois",12,52,60,555,19723,0.11320754716981132075,0.5876288659793814433
"170312512002","Block Group 2, Census Tract 2512, Cook County, Illinois",19,95,76,752,11851,0.08813559322033898305,0.39201451905626134301
"170312512003","Block Group 3, Census Tract 2512, Cook County, Illinois",19,87,80,774,15023,0.17055655296229802513,0.60805860805860805861
"170312512004","Block Group 4, Census Tract 2512, Cook County, Illinois",20,100,100,2082,11805,0.09183027232425585814,0.46201966041108132261
"170312513001","Block Group 1, Census Tract 2513, Cook County, Illinois",14,93,52,979,16612,0.20343137254901960784,0.6049180327868852459
"170312513002","Block Group 2, Census Tract 2513, Cook County, Illinois",24,140,66,1054,10968,0.11315789473684210526,0.47849462365591397849
"170312513003","Block Group 3, Census Tract 2513, Cook County, Illinois",9,67,56,834,14587,0.08664772727272727273,0.34974533106960950764
"170312513004","Block Group 4, Census Tract 2513, Cook County, Illinois",17,46,68,865,13380,0.11432706222865412446,0.56405693950177935943
"170312513005","Block Group 5, Census Tract 2513, Cook County, Illinois",19,82,91,961,18452,0.15994798439531859558,0.31854199683042789223
"170312514001","Block Group 1, Census Tract 2514, Cook County, Illinois",24,92,62,829,10995,0.0752532561505065123,0.41956882255389718076
"170312514002","Block Group 2, Census Tract 2514, Cook County, Illinois",12,71,59,579,13784,0.16289592760180995475,0.60679611650485436893
"170312514003","Block Group 3, Census Tract 2514, Cook County, Illinois",19,80,87,1427,13889,0.08602150537634408602,0.38733905579399141631
"170312514004","Block Group 4, Census Tract 2514, Cook County, Illinois",26,55,113,1116,23921,0.07553551296505073281,0.50829383886255924171
"170312515001","Block Group 1, Census Tract 2515, Cook County, Illinois",24,123,86,1001,14687,0.22611464968152866242,0.45614035087719298246
"170312515002","Block Group 2, Census Tract 2515, Cook County, Illinois",20,115,70,952,10900,0.23228346456692913386,0.28978224455611390285
"170312515003","Block Group 3, Census Tract 2515, Cook County, Illinois",37,144,76,792,10893,0.19172932330827067669,0.25324675324675324675
"170312515004","Block Group 4, Census Tract 2515, Cook County, Illinois",44,147,131,1457,16444,0.14682884448305821025,0.45112781954887218045
"170312516001","Block Group 1, Census Tract 2516, Cook County, Illinois",29,246,86,1203,11974,0.11918274687854710556,0.50447761194029850746
"170312516002","Block Group 2, Census Tract 2516, Cook County, Illinois",28,412,66,677,20949,0.01791530944625407166,0.5337186897880539499
"170312516003","Block Group 3, Census Tract 2516, Cook County, Illinois",44,171,93,1367,11081,0.14711191335740072202,0.25953259532595325953
"170312517001","Block Group 1, Census Tract 2517, Cook County, Illinois",46,302,144,1817,8222,0.12346688470973017171,0.28343313373253493014
"170312518001","Block Group 1, Census Tract 2518, Cook County, Illinois",42,256,109,1292,9331,0.16914285714285714286,0.33383458646616541353
"170312518002","Block Group 2, Census Tract 2518, Cook County, Illinois",29,176,109,888,10988,0.2827298050139275766,0.21061359867330016584
"170312518003","Block Group 3, Census Tract 2518, Cook County, Illinois",21,153,137,758,12603,0.08114035087719298246,0.53760445682451253482
"170312518004","Block Group 4, Census Tract 2518, Cook County, Illinois",26,158,88,371,11032,0.16875,0.19597989949748743719
"170312518005","Block Group 5, Census Tract 2518, Cook County, Illinois",20,191,84,1623,14165,0.2396351575456053068,0.24038461538461538462
"170312519001","Block Group 1, Census Tract 2519, Cook County, Illinois",15,68,45,906,9249,0.14873035066505441354,0.20833333333333333333
"170312519002","Block Group 2, Census Tract 2519, Cook County, Illinois",70,300,154,1210,13328,0.2439024390243902439,0.36604774535809018568
"170312519003","Block Group 3, Census Tract 2519, Cook County, Illinois",39,155,104,1172,10220,0.06534422403733955659,0.36934306569343065693
"170312519004","Block Group 4, Census Tract 2519, Cook County, Illinois",41,175,140,2698,11949,0.27000575705238917674,0.51239008792965627498
"170312520001","Block Group 1, Census Tract 2520, Cook County, Illinois",31,92,74,623,15237,0.14822546972860125261,0.5
"170312520002","Block Group 2, Census Tract 2520, Cook County, Illinois",33,182,114,2453,10456,0.03773584905660377358,0.41439393939393939394
"170312520003","Block Group 3, Census Tract 2520, Cook County, Illinois",26,158,121,1801,13394,0.07531692766592095451,0.38634046890927624873
"170312520004","Block Group 4, Census Tract 2520, Cook County, Illinois",11,44,75,1339,14180,0.09772296015180265655,0.42983565107458912769
"170312521011","Block Group 1, Census Tract 2521.01, Cook County, Illinois",52,178,124,1819,13855,0.13307240704500978474,0.45806451612903225806
"170312521021","Block Group 1, Census Tract 2521.02, Cook County, Illinois",39,264,101,2447,10635,0.23590408295528191834,0.4090497737556561086
"170312521022","Block Group 2, Census Tract 2521.02, Cook County, Illinois",28,96,91,1021,19678,0.15830546265328874025,0.58266666666666666667
"170312521023","Block Group 3, Census Tract 2521.02, Cook County, Illinois",29,241,121,1337,11673,0.05514316012725344645,0.27524038461538461538
"170312521024","Block Group 4, Census Tract 2521.02, Cook County, Illinois",39,232,129,1133,13851,0.11575562700964630225,0.35066666666666666667
"170312522011","Block Group 1, Census Tract 2522.01, Cook County, Illinois",57,328,119,699,10564,0.23366013071895424837,0.34059405940594059406
"170312522012","Block Group 2, Census Tract 2522.01, Cook County, Illinois",18,75,56,621,10915,0.06981132075471698113,0.38262910798122065728
"170312522013","Block Group 3, Census Tract 2522.01, Cook County, Illinois",30,98,74,1456,17594,0.11128284389489953632,0.41258741258741258741
"170312522021","Block Group 1, Census Tract 2522.02, Cook County, Illinois",21,257,92,1221,24310,0.12475633528265107212,0.2632768361581920904
"170312522022","Block Group 2, Census Tract 2522.02, Cook County, Illinois",21,163,80,747,4773,0.1072386058981233244,0.40863787375415282392
"170312522023","Block Group 3, Census Tract 2522.02, Cook County, Illinois",20,124,106,999,13410,0.14142857142857142857,0.47247706422018348624
"170312522024","Block Group 4, Census Tract 2522.02, Cook County, Illinois",18,156,65,745,15239,0.13127413127413127413,0.4121037463976945245
"170312522025","Block Group 5, Census Tract 2522.02, Cook County, Illinois",46,353,91,792,15616,0.15892857142857142857,0.45533769063180827887
"170312601001","Block Group 1, Census Tract 2601, Cook County, Illinois",46,200,156,1152,12493,0.14444444444444444444,0.29473684210526315789
"170312602001","Block Group 1, Census Tract 2602, Cook County, Illinois",73,583,417,1042,10529,0.22685788787483702738,0.47266313932980599647
"170312603001","Block Group 1, Census Tract 2603, Cook County, Illinois",39,252,126,1450,11293,0.11270296084049665712,0.42058449809402795426
"170312604001","Block Group 1, Census Tract 2604, Cook County, Illinois",34,267,146,1505,9599,0.08562691131498470948,0.31133250311332503113
"170312605001","Block Group 1, Census Tract 2605, Cook County, Illinois",60,513,173,1816,10633,0.13474692202462380301,0.30065359477124183007
"170312606001","Block Group 1, Census Tract 2606, Cook County, Illinois",21,250,135,1114,10582,0.25159642401021711367,0.50526315789473684211
"170312606002","Block Group 2, Census Tract 2606, Cook County, Illinois",32,234,82,1716,10082,0.06672519754170324846,0.42809364548494983278
"170312607001","Block Group 1, Census Tract 2607, Cook County, Illinois",50,381,96,894,14021,0.07390648567119155354,0.34508348794063079777
"170312607002","Block Group 2, Census Tract 2607, Cook County, Illinois",43,258,180,1106,9838,0.14634146341463414634,0.4245439469320066335
"170312608001","Block Group 1, Census Tract 2608, Cook County, Illinois",36,346,128,1412,15923,0.12964824120603015075,0.25436046511627906977
"170312608002","Block Group 2, Census Tract 2608, Cook County, Illinois",61,345,132,1064,10923,0.06744186046511627907,0.26676384839650145773
"170312609001","Block Group 1, Census Tract 2609, Cook County, Illinois",15,57,72,1044,7355,0.0770440251572327044,0.37690631808278867102
"170312609002","Block Group 2, Census Tract 2609, Cook County, Illinois",16,84,57,733,8897,0.07807308970099667774,0.29613733905579399142
"170312610001","Block Group 1, Census Tract 2610, Cook County, Illinois",12,79,97,1400,14168,0.15036803364879074658,0.53943661971830985915
"170312610002","Block Group 2, Census Tract 2610, Cook County, Illinois",29,148,99,1267,13079,0.1263803680981595092,0.34379905808477237049
"170312705001","Block Group 1, Census Tract 2705, Cook County, Illinois",42,363,153,1848,10458,0.12772837510105092967,0.39217758985200845666
"170312712001","Block Group 1, Census Tract 2712, Cook County, Illinois",107,266,149,1432,15588,0.07728119180633147114,0.43833943833943833944
"170312713001","Block Group 1, Census Tract 2713, Cook County, Illinois",57,332,176,1165,10282,0.13703703703703703704,0.40064102564102564103
"170312714001","Block Group 1, Census Tract 2714, Cook County, Illinois",26,156,121,1368,14318,0.07615593834995466908,0.59282970550576184379
"170312715001","Block Group 1, Census Tract 2715, Cook County, Illinois",21,224,95,1306,18469,0.10758885686839577329,0.4817150063051702396
"170312718001","Block Group 1, Census Tract 2718, Cook County, Illinois",26,209,104,903,9646,0.17474048442906574394,0.49032258064516129032
"170312801001","Block Group 1, Census Tract 2801, Cook County, Illinois",12,34,209,4263,82544,0.02574065080135988344,0.95406546990496304118
"170312801002","Block Group 2, Census Tract 2801, Cook County, Illinois",48,48,184,1467,62790,0.05909439754412893323,1.0374787052810903
"170312804001","Block Group 1, Census Tract 2804, Cook County, Illinois",58,103,159,1136,15609,0.19977678571428571429,0.61686390532544378698
"170312808001","Block Group 1, Census Tract 2808, Cook County, Illinois",18,108,113,695,12813,0.18304431599229287091,0.53161592505854800937
"170312809001","Block Group 1, Census Tract 2809, Cook County, Illinois",36,110,70,827,16305,0.2,0.52755905511811023622
"170312819001","Block Group 1, Census Tract 2819, Cook County, Illinois",28,69,238,1342,93505,0.01795472287275565964,0.96721311475409836066
"170312819002","Block Group 2, Census Tract 2819, Cook County, Illinois",4,7,64,1257,38327,0.02597402597402597403,0.94811932555123216602
"170312819003","Block Group 3, Census Tract 2819, Cook County, Illinois",12,12,120,1525,81516,0.0662525879917184265,0.99388646288209606987
"170312827001","Block Group 1, Census Tract 2827, Cook County, Illinois",15,38,67,1349,18598,0.12711111111111111111,0.43700159489633173844
"170312827002","Block Group 2, Census Tract 2827, Cook County, Illinois",13,53,114,1208,27238,0.02765486725663716814,0.78385093167701863354
"170312828001","Block Group 1, Census Tract 2828, Cook County, Illinois",12,27,77,1801,28408,0.0727891156462585034,0.75398633257403189066
"170312831001","Block Group 1, Census Tract 2831, Cook County, Illinois",11,22,42,1496,22198,0.07914338919925512104,0.82267792521109770808
"170312831002","Block Group 2, Census Tract 2831, Cook County, Illinois",2,13,32,1323,37659,0.03826955074875207987,0.79565217391304347826
"170312832001","Block Group 1, Census Tract 2832, Cook County, Illinois",4,35,80,1360,29633,0.08639863130881094953,0.77901234567901234568
"170312838001","Block Group 1, Census Tract 2838, Cook County, Illinois",20,47,37,534,28259,0.10638297872340425532,0.59103641456582633053
"170312838002","Block Group 2, Census Tract 2838, Cook County, Illinois",19,49,58,2715,34874,0.10106382978723404255,0.83166226912928759894
"170312909001","Block Group 1, Census Tract 2909, Cook County, Illinois",27,155,64,863,8103,0.01147776183644189383,0.60072595281306715064
"170312909002","Block Group 2, Census Tract 2909, Cook County, Illinois",21,125,74,870,10393,0.05420560747663551402,0.76811594202898550725
"170312909003","Block Group 3, Census Tract 2909, Cook County, Illinois",24,137,106,1059,10192,0.05925925925925925926,0.34527687296416938111
"170312909004","Block Group 4, Census Tract 2909, Cook County, Illinois",28,167,114,1146,10975,0.08886107634543178974,0.37347294938917975567
"170312912001","Block Group 1, Census Tract 2912, Cook County, Illinois",47,201,92,1061,10199,0.18397626112759643917,0.5473441108545034642
"170312912002","Block Group 2, Census Tract 2912, Cook County, Illinois",31,178,102,1256,9352,0.22772277227722772277,0.50950570342205323194
"170312916001","Block Group 1, Census Tract 2916, Cook County, Illinois",5,36,37,823,17883,0.04735376044568245125,0.28993055555555555556
"170312922001","Block Group 1, Census Tract 2922, Cook County, Illinois",27,124,94,759,8485,0.08380952380952380952,0.31034482758620689655
"170312922002","Block Group 2, Census Tract 2922, Cook County, Illinois",23,142,97,1578,9918,0.06795366795366795367,0.51184834123222748815
"170312922003","Block Group 3, Census Tract 2922, Cook County, Illinois",12,87,74,728,14955,0.11424100156494522692,0.51648351648351648352
"170312924001","Block Group 1, Census Tract 2924, Cook County, Illinois",19,105,57,1196,5404,0.08280254777070063694,0.48431372549019607843
"170312924002","Block Group 2, Census Tract 2924, Cook County, Illinois",28,145,152,842,15937,0.08902077151335311573,0.37037037037037037037
"170312925001","Block Group 1, Census Tract 2925, Cook County, Illinois",22,97,74,1261,11038,0.11717861205915813424,0.35285505124450951684
"170312925002","Block Group 2, Census Tract 2925, Cook County, Illinois",12,81,88,1574,11636,0.15046491969568892646,0.56420765027322404372
"170312925003","Block Group 3, Census Tract 2925, Cook County, Illinois",10,26,73,923,16554,0.06998654104979811575,0.44724409448818897638
"170312925004","Block Group 4, Census Tract 2925, Cook County, Illinois",23,49,89,422,18854,0.12048192771084337349,0.45192307692307692308
"170313005001","Block Group 1, Census Tract 3005, Cook County, Illinois",7,25,26,777,10099,0.0237659963436928702,0.33827160493827160494
"170313005002","Block Group 2, Census Tract 3005, Cook County, Illinois",9,37,87,2232,11313,0.12048929663608562691,0.22700421940928270042
"170313006001","Block Group 1, Census Tract 3006, Cook County, Illinois",21,58,90,1485,16206,0.0699919549477071601,0.364693446088794926
"170313006002","Block Group 2, Census Tract 3006, Cook County, Illinois",13,42,57,1814,10189,0.13373403456048084147,0.29112554112554112554
"170313007001","Block Group 1, Census Tract 3007, Cook County, Illinois",22,72,60,1873,12076,0.11885546588407923698,0.30532786885245901639
"170313007002","Block Group 2, Census Tract 3007, Cook County, Illinois",13,29,51,1428,10608,0.01257253384912959381,0.21578947368421052632
"170313007003","Block Group 3, Census Tract 3007, Cook County, Illinois",15,45,28,1164,10856,0.06057007125890736342,0.22222222222222222222
"170313008001","Block Group 1, Census Tract 3008, Cook County, Illinois",16,68,68,1435,13953,0.08810572687224669604,0.24825986078886310905
"170313008002","Block Group 2, Census Tract 3008, Cook County, Illinois",29,90,88,2745,10454,0.09046692607003891051,0.09560117302052785924
"170313009001","Block Group 1, Census Tract 3009, Cook County, Illinois",20,62,49,1359,9295,0.11437246963562753036,0.10457516339869281046
"170313009002","Block Group 2, Census Tract 3009, Cook County, Illinois",30,99,90,1223,12122,0.08880666049953746531,0.14800995024875621891
"170313009003","Block Group 3, Census Tract 3009, Cook County, Illinois",4,31,29,1022,14125,0.15598885793871866295,0.170568561872909699
"170313011001","Block Group 1, Census Tract 3011, Cook County, Illinois",17,45,53,1313,11112,0.15421455938697318008,0.28155339805825242718
"170313011002","Block Group 2, Census Tract 3011, Cook County, Illinois",18,35,43,1547,8691,0.15046059365404298874,0.10066225165562913907
"170313012001","Block Group 1, Census Tract 3012, Cook County, Illinois",16,78,116,1135,11344,0.12135355892648774796,0.20317002881844380403
"170313012002","Block Group 2, Census Tract 3012, Cook County, Illinois",4,33,22,615,10971,0.04008438818565400844,0.31292517006802721088
"170313012003","Block Group 3, Census Tract 3012, Cook County, Illinois",15,63,43,1783,8976,0.19482619240097008892,0.19790575916230366492
"170313016001","Block Group 1, Census Tract 3016, Cook County, Illinois",25,74,71,2330,10838,0.14455569461827284105,0.19789132197891321979
"170313016002","Block Group 2, Census Tract 3016, Cook County, Illinois",19,44,48,2016,11436,0.15434314429289303661,0.26991150442477876106
"170313017011","Block Group 1, Census Tract 3017.01, Cook County, Illinois",11,21,34,849,10878,0,0.24948875255623721881
"170313017012","Block Group 2, Census Tract 3017.01, Cook County, Illinois",6,20,31,1720,11433,0.05446428571428571429,0.23042998897464167585
"170313017013","Block Group 3, Census Tract 3017.01, Cook County, Illinois",6,25,49,1046,13024,0.05689001264222503161,0.26592356687898089172
"170313017021","Block Group 1, Census Tract 3017.02, Cook County, Illinois",10,31,31,926,11085,0,0.15758754863813229572
"170313017022","Block Group 2, Census Tract 3017.02, Cook County, Illinois",15,22,30,1227,8742,0.11081441922563417891,0.05263157894736842105
"170313017023","Block Group 3, Census Tract 3017.02, Cook County, Illinois",9,19,25,1405,10524,0.12478920741989881956,0.09611650485436893204
"170313018011","Block Group 1, Census Tract 3018.01, Cook County, Illinois",7,21,31,1088,10696,0.20601851851851851852,0.23688663282571912014
"170313018012","Block Group 2, Census Tract 3018.01, Cook County, Illinois",24,53,102,2941,10225,0.11376953125,0.16454965357967667436
"170313018021","Block Group 1, Census Tract 3018.02, Cook County, Illinois",16,33,61,781,14340,0.08635578583765112263,0.19498607242339832869
"170313018022","Block Group 2, Census Tract 3018.02, Cook County, Illinois",12,27,60,1029,11102,0.02098950524737631184,0.32159624413145539906
"170313018023","Block Group 3, Census Tract 3018.02, Cook County, Illinois",12,46,79,805,9745,0.01162790697674418605,0.05275229357798165138
"170313018031","Block Group 1, Census Tract 3018.03, Cook County, Illinois",16,31,37,1239,11132,0.10237068965517241379,0.25128205128205128205
"170313018032","Block Group 2, Census Tract 3018.03, Cook County, Illinois",26,39,62,2449,11649,0.15169902912621359223,0.26630851880276285495
"170313018033","Block Group 3, Census Tract 3018.03, Cook County, Illinois",12,10,26,947,8003,0.11363636363636363636,0.15473441108545034642
"170313102001","Block Group 1, Census Tract 3102, Cook County, Illinois",5,14,48,671,30362,0.17910447761194029851,0.54738878143133462282
"170313102002","Block Group 2, Census Tract 3102, Cook County, Illinois",7,14,50,728,36189,0.01666666666666666667,0.75494071146245059289
"170313103001","Block Group 1, Census Tract 3103, Cook County, Illinois",10,28,113,1428,31654,0.0859969558599695586,0.73819742489270386266
"170313104001","Block Group 1, Census Tract 3104, Cook County, Illinois",8,25,46,1295,20578,0.12678571428571428571,0.50688073394495412844
"170313105001","Block Group 1, Census Tract 3105, Cook County, Illinois",17,54,69,1589,15741,0.1143106457242582897,0.20362473347547974414
"170313106001","Block Group 1, Census Tract 3106, Cook County, Illinois",21,38,81,1889,17888,0.13875878220140515222,0.63723325974981604121
"170313106002","Block Group 2, Census Tract 3106, Cook County, Illinois",24,65,59,1646,17749,0.21375739644970414201,0.47546259050683829445
"170313106003","Block Group 3, Census Tract 3106, Cook County, Illinois",23,42,71,2040,15736,0.09597523219814241486,0.28549141965678627145
"170313107001","Block Group 1, Census Tract 3107, Cook County, Illinois",15,38,50,1194,18713,0.08864265927977839335,0.44408945686900958466
"170313108001","Block Group 1, Census Tract 3108, Cook County, Illinois",12,26,60,1318,12973,0.08016032064128256513,0.4215189873417721519
"170313108002","Block Group 2, Census Tract 3108, Cook County, Illinois",11,31,49,1137,12456,0.02034261241970021413,0.24137931034482758621
"170313108003","Block Group 3, Census Tract 3108, Cook County, Illinois",14,38,59,2183,16309,0.18294117647058823529,0.29966777408637873754
"170313109001","Block Group 1, Census Tract 3109, Cook County, Illinois",13,47,59,1648,12102,0.10686359687228496959,0.33440170940170940171
"170313109002","Block Group 2, Census Tract 3109, Cook County, Illinois",24,32,50,1776,14873,0.13077525450274079875,0.35659760087241003272
"170313109003","Block Group 3, Census Tract 3109, Cook County, Illinois",17,42,57,1548,22064,0.05670926517571884984,0.48713398402839396628
"170313201001","Block Group 1, Census Tract 3201, Cook County, Illinois",45,70,858,2788,79934,0.02463249900675407231,0.96120092378752886836
"170313201002","Block Group 2, Census Tract 3201, Cook County, Illinois",85,158,511,1732,64970,0.01847437425506555423,0.96274887604367373154
"170313201003","Block Group 3, Census Tract 3201, Cook County, Illinois",9,34,121,1789,183804,0.01732811626607043041,1.04
"170313201004","Block Group 4, Census Tract 3201, Cook County, Illinois",5,25,33,3280,77751,0.02415458937198067633,0.94806118818925649235
"170313204001","Block Group 1, Census Tract 3204, Cook County, Illinois",118,206,911,1987,49318,0.07291139240506329114,0.976090014064697609
"170313206001","Block Group 1, Census Tract 3206, Cook County, Illinois",37,109,263,1991,65106,0.04623655913978494624,0.93299937382592360676
"170313206002","Block Group 2, Census Tract 3206, Cook County, Illinois",36,58,261,2024,64931,0.03358778625954198473,0.94277777777777777778
"170313301001","Block Group 1, Census Tract 3301, Cook County, Illinois",101,40,191,3205,68173,0.01433936497097985661,1.0084388185654008
"170313301002","Block Group 2, Census Tract 3301, Cook County, Illinois",27,35,145,4384,69109,0.05096418732782369146,0.8352116966189460859
"170313301003","Block Group 3, Census Tract 3301, Cook County, Illinois",21,38,116,6328,69820,0.0382800209753539591,0.84312969743688571979
"170313301004","Block Group 4, Census Tract 3301, Cook County, Illinois",67,113,311,2458,56831,0.04059829059829059829,0.75206991720331186753
"170313302001","Block Group 1, Census Tract 3302, Cook County, Illinois",7,23,18,783,28117,0.01646090534979423868,0.45652173913043478261
"170313302002","Block Group 2, Census Tract 3302, Cook County, Illinois",18,54,137,3195,65230,0.06674806674806674807,1.0069864927806241
"170313403001","Block Group 1, Census Tract 3403, Cook County, Illinois",6,15,43,1919,18599,0.06747294716740929344,0.26156069364161849711
"170313404001","Block Group 1, Census Tract 3404, Cook County, Illinois",4,21,95,1888,13510,0.08328192473781616286,0.4429327286470143613
"170313405001","Block Group 1, Census Tract 3405, Cook County, Illinois",18,40,119,1511,24236,0.06603081438004402054,0.43338683788121990369
"170313406001","Block Group 1, Census Tract 3406, Cook County, Illinois",85,165,120,1266,5794,0.25515743756786102063,0.23472668810289389068
"170313501001","Block Group 1, Census Tract 3501, Cook County, Illinois",6,6,35,695,26457,0.12573099415204678363,0.9663865546218487395
