"geoid","name","crime_other","crime_personal","crime_property","density","median_income","unemployed","education"
"060372912101","Block Group 1, Census Tract 2912.10, Los Angeles County, California",11,25,,1249,19467,0.03876739562624254473,0.59379042690815006468
"060372912102","Block Group 2, Census Tract 2912.10, Los Angeles County, California",4,48,58,3020,20762,0.05761676123963334788,0.48975188781014023732
"060372912103","Block Group 3, Census Tract 2912.10, Los Angeles County, California",1,17,31,1297,9787,0.06652360515021459227,0.22015915119363395225
"060372912201","Block Group 1, Census Tract 2912.20, Los Angeles County, California",1,6,5,626,12529,0.06308411214953271028,0.33066666666666666667
"060372912202","Block Group 2, Census Tract 2912.20, Los Angeles County, California",1,22,24,1979,21887,0.11273209549071618037,0.48587570621468926554
"060372912203","Block Group 3, Census Tract 2912.20, Los Angeles County, California",6,13,,716,10661,0.07300509337860780985,0.38419618528610354223
"060372913001","Block Group 1, Census Tract 2913, Los Angeles County, California",4,4,16,867,33309,0.05283018867924528302,0.80215343203230148048
"060372913002","Block Group 2, Census Tract 2913, Los Angeles County, California",2,15,64,523,37415,0.01111111111111111111,0.67796610169491525424
"060372913003","Block Group 3, Census Tract 2913, Los Angeles County, California",8,24,,967,25184,0.0232273838630806846,0.82291666666666666667
"060372920001","Block Group 1, Census Tract 2920, Los Angeles County, California",1,8,21,748,19526,0.05202312138728323699,0.36608557844690966719
"060372920002","Block Group 2, Census Tract 2920, Los Angeles County, California",3,84,205,1398,11199,0.26871794871794871795,0.5080527086383601757
"060372920003","Block Group 3, Census Tract 2920, Los Angeles County, California",2,23,45,3802,12937,0.13209568011424491253,0.38490214352283317801
"060372920004","Block Group 4, Census Tract 2920, Los Angeles County, California",1,4,24,852,27944,0.10980966325036603221,0.81737588652482269504
"060372932011","Block Group 1, Census Tract 2932.01, Los Angeles County, California",5,37,43,2367,19304,0.13625450180072028812,0.55493741307371349096
"060372932012","Block Group 2, Census Tract 2932.01, Los Angeles County, California",15,31,,2171,24777,0.07626146788990825688,0.34685314685314685315
"060372932013","Block Group 3, Census Tract 2932.01, Los Angeles County, California",2,32,50,1677,29219,0.0727136431784107946,0.61517857142857142857
"060372932021","Block Group 1, Census Tract 2932.02, Los Angeles County, California",19,19,,1041,28061,0.05321782178217821782,0.72340425531914893617
"060372932022","Block Group 2, Census Tract 2932.02, Los Angeles County, California",7,28,37,2485,13760,0.11814584511023176936,0.44267053701015965167
"060372932023","Block Group 3, Census Tract 2932.02, Los Angeles County, California",7,35,81,2659,12202,0.14014517029592406477,0.40696909927679158448
"060372933011","Block Group 1, Census Tract 2933.01, Los Angeles County, California",3,30,66,2850,32012,0.05853051058530510585,0.72094163805787150564
"060372933021","Block Group 1, Census Tract 2933.02, Los Angeles County, California",7,55,90,3009,35382,0.05203252032520325203,0.71784420289855072464
"060372933022","Block Group 2, Census Tract 2933.02, Los Angeles County, California",2,48,48,2198,20081,0.07085643869377695625,0.44503012048192771084
"060372933041","Block Group 1, Census Tract 2933.04, Los Angeles County, California",27,36,,2647,15491,0.1055,0.46970684039087947883
"060372933042","Block Group 2, Census Tract 2933.04, Los Angeles County, California",3,50,49,1784,26033,0.05993265993265993266,0.63666947014297729184
"060372933061","Block Group 1, Census Tract 2933.06, Los Angeles County, California",8,22,,788,23250,0.03861003861003861004,0.55011655011655011655
"060372933062","Block Group 2, Census Tract 2933.06, Los Angeles County, California",3,31,33,1573,34040,0.06827643630308076603,0.75699300699300699301
"060372933071","Block Group 1, Census Tract 2933.07, Los Angeles County, California",1,16,31,1566,22060,0.16798592788038698329,0.64285714285714285714
"060372933072","Block Group 2, Census Tract 2933.07, Los Angeles County, California",3,15,27,1026,14959,0.1378048780487804878,0.43622920517560073937
"060372941101","Block Group 1, Census Tract 2941.10, Los Angeles County, California",1,18,36,1832,22035,0.04467353951890034364,0.32191163210099188458
"060372941102","Block Group 2, Census Tract 2941.10, Los Angeles County, California",10,27,43,1986,16453,0.12841945288753799392,0.4117053481331987891
"060372941103","Block Group 3, Census Tract 2941.10, Los Angeles County, California",14,46,58,915,19205,0.11527377521613832853,0.37901861252115059222
"060372941201","Block Group 1, Census Tract 2941.20, Los Angeles County, California",2,19,41,580,15172,0.13713080168776371308,0.17535545023696682464
"060372941202","Block Group 2, Census Tract 2941.20, Los Angeles County, California",5,26,22,1262,12879,0.0936018957345971564,0.35913312693498452012
"060372941203","Block Group 3, Census Tract 2941.20, Los Angeles County, California",1,16,9,781,9352,0.10806174957118353345,0.27872860635696821516
"060372942001","Block Group 1, Census Tract 2942, Los Angeles County, California",1,19,23,1288,21634,0.01864035087719298246,0.37297297297297297297
"060372942002","Block Group 2, Census Tract 2942, Los Angeles County, California",3,8,22,2210,20853,0.10706018518518518519,0.49088541666666666667
"060372942003","Block Group 3, Census Tract 2942, Los Angeles County, California",6,46,40,1740,21586,0.03666361136571952337,0.3411619283065512979
"060372943011","Block Group 1, Census Tract 2943.01, Los Angeles County, California",1,22,41,1419,22348,0.06028368794326241135,0.19017094017094017094
"060372943012","Block Group 2, Census Tract 2943.01, Los Angeles County, California",31,31,,1206,21953,0.02362204724409448819,0.42763157894736842105
"060372943021","Block Group 1, Census Tract 2943.02, Los Angeles County, California",3,61,74,2059,11223,0.11073369565217391304,0.37845057880676758682
"060372943022","Block Group 2, Census Tract 2943.02, Los Angeles County, California",2,48,72,3195,14542,0.18021978021978021978,0.36964285714285714286
"060372944101","Block Group 1, Census Tract 2944.10, Los Angeles County, California",2,36,45,1775,16810,0.0671875,0.61192468619246861925
"060372944102","Block Group 2, Census Tract 2944.10, Los Angeles County, California",2,74,55,3301,21573,0.08584589614740368509,0.60617154811715481172
"060372944211","Block Group 1, Census Tract 2944.21, Los Angeles County, California",2,54,74,1047,20197,0.07512315270935960591,0.41734417344173441734
"060372944212","Block Group 2, Census Tract 2944.21, Los Angeles County, California",2,13,27,685,11607,0.05725190839694656489,0.24271844660194174757
"060372944213","Block Group 3, Census Tract 2944.21, Los Angeles County, California",12,10,,1064,16023,0.11986681465038845727,0.34696755994358251058
"060372945101","Block Group 1, Census Tract 2945.10, Los Angeles County, California",8,54,33,2533,10100,0.14192009540846750149,0.25643224699828473413
"060372945102","Block Group 2, Census Tract 2945.10, Los Angeles County, California",6,33,61,1922,11476,0.12633689839572192513,0.31633616619452313503
"060372945201","Block Group 1, Census Tract 2945.20, Los Angeles County, California",2,27,35,1444,16904,0.10284280936454849498,0.26812428078250863061
"060372945202","Block Group 2, Census Tract 2945.20, Los Angeles County, California",3,22,34,2333,13714,0.04060913705583756345,0.24743892828999211978
"060372946101","Block Group 1, Census Tract 2946.10, Los Angeles County, California",6,17,29,1079,17163,0.10520094562647754137,0.47536231884057971014
"060372946102","Block Group 2, Census Tract 2946.10, Los Angeles County, California",3,44,73,2880,12782,0.10513565891472868217,0.26376440460947503201
"060372946201","Block Group 1, Census Tract 2946.20, Los Angeles County, California",6,12,17,1388,10855,0.12859884836852207294,0.15245478036175710594
"060372946202","Block Group 2, Census Tract 2946.20, Los Angeles County, California",3,15,28,1835,12685,0.10062893081761006289,0.17450365726227795193
"060372946203","Block Group 3, Census Tract 2946.20, Los Angeles County, California",12,26,,1453,18438,0.0736196319018404908,0.27686472819216182048
"060372947011","Block Group 1, Census Tract 2947.01, Los Angeles County, California",1,34,43,576,13749,0.1412037037037037037,0.21192052980132450331
"060372947012","Block Group 2, Census Tract 2947.01, Los Angeles County, California",2,57,72,1013,14093,0.0683403068340306834,0.25238095238095238095
"060372947013","Block Group 3, Census Tract 2947.01, Los Angeles County, California",3,76,81,1383,10569,0.07403751233958538993,0.15096774193548387097
"060372948101","Block Group 1, Census Tract 2948.10, Los Angeles County, California",3,17,40,2505,11139,0.08367466354593329432,0.1658163265306122449
"060372948102","Block Group 2, Census Tract 2948.10, Los Angeles County, California",7,38,61,1911,9021,0.07631160572337042925,0.19821605550049554014
"060372948201","Block Group 1, Census Tract 2948.20, Los Angeles County, California",10,58,55,2108,9561,0.1052264808362369338,0.15970287836583101207
"060372948202","Block Group 2, Census Tract 2948.20, Los Angeles County, California",2,34,29,1572,7557,0.18388625592417061611,0.26276463262764632628
"060372948301","Block Group 1, Census Tract 2948.30, Los Angeles County, California",17,31,56,2869,9223,0.12587412587412587413,0.25389755011135857461
"060372948302","Block Group 2, Census Tract 2948.30, Los Angeles County, California",7,42,53,1204,12860,0.03098927294398092968,0.20285714285714285714
"060372949001","Block Group 1, Census Tract 2949, Los Angeles County, California",11,32,62,1938,9733,0.10601265822784810127,0.32372505543237250554
"060372949002","Block Group 2, Census Tract 2949, Los Angeles County, California",10,26,,1356,14428,0.15024390243902439024,0.33418693982074263764
"060372951031","Block Group 1, Census Tract 2951.03, Los Angeles County, California",1,13,58,2927,41338,0.08548707753479125249,0.83484055211803902903
"060372951032","Block Group 2, Census Tract 2951.03, Los Angeles County, California",2,63,132,2217,40432,0.05099778270509977827,0.62955974842767295597
"060372962101","Block Group 1, Census Tract 2962.10, Los Angeles County, California",2,17,20,789,14754,0.080078125,0.40137614678899082569
"060372962102","Block Group 2, Census Tract 2962.10, Los Angeles County, California",4,21,35,1101,9838,0.07070707070707070707,0.32683658170914542729
"060372962103","Block Group 3, Census Tract 2962.10, Los Angeles County, California",4,25,33,1021,12536,0.19692737430167597765,0.27891156462585034014
"060372962201","Block Group 1, Census Tract 2962.20, Los Angeles County, California",5,42,32,739,9075,0.0997920997920997921,0.37377049180327868852
"060372962202","Block Group 2, Census Tract 2962.20, Los Angeles County, California",11,36,46,2548,10481,0.22670807453416149068,0.34805389221556886228
"060372962203","Block Group 3, Census Tract 2962.20, Los Angeles County, California",2,72,101,797,42590,0.01308900523560209424,0.61445783132530120482
"060372963001","Block Group 1, Census Tract 2963, Los Angeles County, California",8,23,30,1605,25035,0.12289156626506024096,0.5258166491043203372
"060372963002","Block Group 2, Census Tract 2963, Los Angeles County, California",5,42,141,2558,45095,0.06146993318485523385,0.83533365338454152664
"060372964011","Block Group 1, Census Tract 2964.01, Los Angeles County, California",38,44,,1877,41490,0.03249540159411404047,0.77628032345013477089
"060372964012","Block Group 2, Census Tract 2964.01, Los Angeles County, California",2,14,44,1166,32078,0.04722792607802874743,0.64617169373549883991
"060372964021","Block Group 1, Census Tract 2964.02, Los Angeles County, California",3,10,33,1174,33483,0.04726100966702470462,0.5311750599520383693
"060372964022","Block Group 2, Census Tract 2964.02, Los Angeles County, California",6,18,,546,27580,0.07592190889370932755,0.5878048780487804878
"060372964023","Block Group 3, Census Tract 2964.02, Los Angeles County, California",1,17,35,1122,33370,0.04419889502762430939,0.75061124694376528117
"060372965001","Block Group 1, Census Tract 2965, Los Angeles County, California",3,37,38,1112,14969,0.1845794392523364486,0.33418693982074263764
"060372965002","Block Group 2, Census Tract 2965, Los Angeles County, California",5,48,58,1976,15746,0.1161121983039791259,0.52065471551052221356
"060372965003","Block Group 3, Census Tract 2965, Los Angeles County, California",5,16,16,1203,14456,0.03522012578616352201,0.38239538239538239538
"060372966001","Block Group 1, Census Tract 2966, Los Angeles County, California",6,142,175,1108,16506,0.01734104046242774566,0.37042062415196743555
"060372966002","Block Group 2, Census Tract 2966, Los Angeles County, California",3,105,116,1756,10919,0.10550814584949573313,0.44432432432432432432
"060372966003","Block Group 3, Census Tract 2966, Los Angeles County, California",2,16,38,996,20932,0.04994054696789536266,0.46006389776357827476
"060372966004","Block Group 4, Census Tract 2966, Los Angeles County, California",2,21,39,1815,19481,0.07648494711147274207,0.5798764342453662842
"060372969011","Block Group 1, Census Tract 2969.01, Los Angeles County, California",4,52,57,1623,13037,0.07211961301671064204,0.30232558139534883721
"060372969012","Block Group 2, Census Tract 2969.01, Los Angeles County, California",9,68,74,1642,19594,0.09367493995196156926,0.6032196969696969697
"060372969013","Block Group 3, Census Tract 2969.01, Los Angeles County, California",1,14,36,789,26839,0.04006968641114982578,0.61510128913443830571
"060372969021","Block Group 1, Census Tract 2969.02, Los Angeles County, California",21,41,,1535,23964,0.12190650779101741522,0.28438469493278179938
"060372969022","Block Group 2, Census Tract 2969.02, Los Angeles County, California",1,28,51,1866,32605,0.07510148849797023004,0.68826291079812206573
"060372969023","Block Group 3, Census Tract 2969.02, Los Angeles County, California",6,11,,492,36723,0.09049773755656108597,0.88687782805429864253
"060372970001","Block Group 1, Census Tract 2970, Los Angeles County, California",1,12,16,888,51980,0.01383125864453665284,0.85398230088495575221
"060372970002","Block Group 2, Census Tract 2970, Los Angeles County, California",7,15,,927,34073,0,0.70209339774557165862
"060372970003","Block Group 3, Census Tract 2970, Los Angeles County, California",1,20,43,1195,29176,0.05976095617529880478,0.55381400208986415883
"060372970004","Block Group 4, Census Tract 2970, Los Angeles County, California",5,15,50,886,43616,0.09125475285171102662,0.85977337110481586402
"060372970005","Block Group 5, Census Tract 2970, Los Angeles County, California",4,31,,736,43606,0.13017751479289940828,0.88736681887366818874
"060372971101","Block Group 1, Census Tract 2971.10, Los Angeles County, California",6,97,101,2023,17276,0.09357798165137614679,0.5491289198606271777
"060372971102","Block Group 2, Census Tract 2971.10, Los Angeles County, California",8,100,80,3001,12457,0.14533205004812319538,0.41262135922330097087
"060372971201","Block Group 1, Census Tract 2971.20, Los Angeles County, California",8,45,44,1817,13649,0.10965250965250965251,0.28939828080229226361
"060372971202","Block Group 2, Census Tract 2971.20, Los Angeles County, California",19,40,,1851,22514,0.12371838687628161312,0.40500863557858376511
"060372972011","Block Group 1, Census Tract 2972.01, Los Angeles County, California",11,73,70,1875,20396,0.12137203166226912929,0.3690165361183637946
"060372972012","Block Group 2, Census Tract 2972.01, Los Angeles County, California",10,23,55,1455,25687,0.06557377049180327869,0.71087786259541984733
"060372972021","Block Group 1, Census Tract 2972.02, Los Angeles County, California",37,63,,1669,27651,0.08273894436519258203,0.5069984447900466563
"060372972022","Block Group 2, Census Tract 2972.02, Los Angeles County, California",7,34,49,1532,23652,0.15309734513274336283,0.81677704194260485651
"060372972023","Block Group 3, Census Tract 2972.02, Los Angeles County, California",1,8,17,868,29593,0.05719921104536489152,1.0783505154639175
"060372973001","Block Group 1, Census Tract 2973, Los Angeles County, California",1,7,23,1052,23594,0,0.54426705370101596517
"060372973002","Block Group 2, Census Tract 2973, Los Angeles County, California",5,8,,438,35679,0.02836879432624113475,0.96739130434782608696
"060372973003","Block Group 3, Census Tract 2973, Los Angeles County, California",5,9,,727,47144,0.024,0.78518518518518518519
"060372974001","Block Group 1, Census Tract 2974, Los Angeles County, California",2,32,37,831,49732,0.03826955074875207987,0.82486865148861646235
"060372974002","Block Group 2, Census Tract 2974, Los Angeles County, California",1,5,21,2166,52079,0.05677749360613810742,0.83249860879243183083
"060372974003","Block Group 3, Census Tract 2974, Los Angeles County, California",8,35,,628,47966,0.04364326375711574953,0.88775510204081632653
"060372975001","Block Group 1, Census Tract 2975, Los Angeles County, California",7,45,54,1213,32098,0.02505219206680584551,0.72749099639855942377
"060372975002","Block Group 2, Census Tract 2975, Los Angeles County, California",9,21,,384,51377,0,0.96232876712328767123
"060372975003","Block Group 3, Census Tract 2975, Los Angeles County, California",5,19,,1397,42769,0.01076158940397350993,0.71663619744058500914
"060372975004","Block Group 4, Census Tract 2975, Los Angeles County, California",2,14,28,997,54959,0.0367734282325029656,0.92105263157894736842
"060372975005","Block Group 5, Census Tract 2975, Los Angeles County, California",5,19,,734,32006,0.03666666666666666667,0.81508078994614003591
"060372976011","Block Group 1, Census Tract 2976.01, Los Angeles County, California",1,18,23,1095,38422,0.09693251533742331288,0.8125
"060372976012","Block Group 2, Census Tract 2976.01, Los Angeles County, California",5,32,31,912,54241,0.08734602463605823068,0.85865257595772787318
"060372976013","Block Group 3, Census Tract 2976.01, Los Angeles County, California",1,15,25,647,39691,0.10191082802547770701,1.0219512195121951
"060372976021","Block Group 1, Census Tract 2976.02, Los Angeles County, California",17,15,,882,35048,0.04838709677419354839,0.98823529411764705882
"060372976022","Block Group 2, Census Tract 2976.02, Los Angeles County, California",1,9,28,1820,40773,0.05863192182410423453,0.73198198198198198198
"060372976023","Block Group 3, Census Tract 2976.02, Los Angeles County, California",1,16,40,1152,36065,0.06701570680628272251,0.5959595959595959596
"060373003012","Block Group 2, Census Tract 3003.01, Los Angeles County, California",1,1,,1071,51829,0.02370689655172413793,0.93573264781491002571
"060373003015","Block Group 5, Census Tract 3003.01, Los Angeles County, California",2,,,797,45379,0.02503477051460361613,0.62616822429906542056
"060373004006","Block Group 6, Census Tract 3004, Los Angeles County, California",1,,,764,37613,0.06153846153846153846,0.93055555555555555556
"060373017024","Block Group 4, Census Tract 3017.02, Los Angeles County, California",1,3,,930,20422,0.06524633821571238349,0.61804511278195488722
"060373024013","Block Group 3, Census Tract 3024.01, Los Angeles County, California",1,5,,1367,14694,0.13130352045670789724,0.65140845070422535211
"060373024014","Block Group 4, Census Tract 3024.01, Los Angeles County, California",1,,,1197,17016,0.20723104056437389771,0.53937432578209277238
"060373104003","Block Group 3, Census Tract 3104, Los Angeles County, California",1,6,,1456,27265,0.08043310131477184841,0.60641891891891891892
"060373111001","Block Group 1, Census Tract 3111, Los Angeles County, California",10,6,,1158,34306,0.1316326530612244898,0.71393341553637484587
"060373111002","Block Group 2, Census Tract 3111, Los Angeles County, California",3,3,,1777,25249,0.0699588477366255144,0.71264367816091954023
"060373111003","Block Group 3, Census Tract 3111, Los Angeles County, California",1,3,,842,40525,0.02870813397129186603,0.9039451114922813036
"060373112001","Block Group 1, Census Tract 3112, Los Angeles County, California",2,,,1224,34499,0.06199770378874856487,0.83730158730158730159
"060373112003","Block Group 3, Census Tract 3112, Los Angeles County, California",1,2,,630,42352,0.04838709677419354839,0.67419962335216572505
"060373114002","Block Group 2, Census Tract 3114, Los Angeles County, California",2,14,,1304,42751,0.07597340930674264008,0.88222923238696109359
"060373116002","Block Group 2, Census Tract 3116, Los Angeles County, California",2,,,3717,43941,0.06534351145038167939,0.83686956521739130435
"060373116003","Block Group 3, Census Tract 3116, Los Angeles County, California",1,4,10,846,43280,0,0.81353135313531353135
"060373116004","Block Group 4, Census Tract 3116, Los Angeles County, California",2,,,1577,40428,0.09063670411985018727,0.87360275150472914875
"060373201001","Block Group 1, Census Tract 3201, Los Angeles County, California",1,2,,2557,21393,0.08233028406355320173,0.49462365591397849462
"060373201002","Block Group 2, Census Tract 3201, Los Angeles County, California",2,1,,1977,16970,0.06389530408006158584,0.43199233716475095785
"060373201004","Block Group 4, Census Tract 3201, Los Angeles County, California",1,,,1344,20247,0.08574091332712022367,0.43315508021390374332
"060373203001","Block Group 1, Census Tract 3203, Los Angeles County, California",7,,,2099,15274,0.13188220230473751601,0.23519870235198702352
"060373203003","Block Group 3, Census Tract 3203, Los Angeles County, California",2,1,,707,16747,0.10247933884297520661,0.37166324435318275154
"060373203004","Block Group 4, Census Tract 3203, Los Angeles County, California",1,,,614,7230,0.20845921450151057402,0.14159292035398230088
"060373203005","Block Group 5, Census Tract 3203, Los Angeles County, California",3,,,829,14632,0.07396870554765291607,0.21632653061224489796
"060374006042","Block Group 2, Census Tract 4006.04, Los Angeles County, California",1,,,1841,21962,0.05341246290801186944,0.62299717247879359095
"060374013121","Block Group 1, Census Tract 4013.12, Los Angeles County, California",1,,,2078,35335,0.04010152284263959391,0.6420824295010845987
"060374015001","Block Group 1, Census Tract 4015, Los Angeles County, California",1,,,2626,21724,0.03158383650719925685,0.63515228426395939086
"060374019011","Block Group 1, Census Tract 4019.01, Los Angeles County, California",1,,,1458,7099,0.0365769496204278813,0.66535433070866141732
"060374021022","Block Group 2, Census Tract 4021.02, Los Angeles County, California",1,,,2017,14754,0.10791826309067688378,0.48284960422163588391
"060374034084","Block Group 4, Census Tract 4034.08, Los Angeles County, California",1,,,1081,40178,0.01995798319327731092,0.81073825503355704698
"060374055004","Block Group 4, Census Tract 4055, Los Angeles County, California",1,,,1448,27476,0.05742049469964664311,0.54367934224049331963
"060374061023","Block Group 3, Census Tract 4061.02, Los Angeles County, California",1,,,1285,33258,0.1862549800796812749,0.77553593947036569987
"060374303022","Block Group 2, Census Tract 4303.02, Los Angeles County, California",1,,,2057,44710,0.02537764350453172205,0.80373185901865929509
"060374311001","Block Group 1, Census Tract 4311, Los Angeles County, California",1,,,2301,19716,0.06742243436754176611,0.56029962546816479401
"060374333042","Block Group 2, Census Tract 4333.04, Los Angeles County, California",1,,,2979,13339,0.08136482939632545932,0.34575342465753424658
"060374608002","Block Group 2, Census Tract 4608, Los Angeles County, California",1,,,1469,97527,0.04991680532445923461,0.89076376554174067496
"060374637002","Block Group 2, Census Tract 4637, Los Angeles County, California",1,,,1614,66243,0.07035830618892508143,0.83964211975223675155
"060374638003","Block Group 3, Census Tract 4638, Los Angeles County, California",3,2,,1085,80355,0.03629976580796252927,0.97388059701492537313
"060374806003","Block Group 3, Census Tract 4806, Los Angeles County, California",2,,,1053,46822,0.02981651376146788991,0.88080301129234629862
"060374807022","Block Group 2, Census Tract 4807.02, Los Angeles County, California",1,,,2727,44578,0.02439024390243902439,0.88288743059061080262
"060374808034","Block Group 4, Census Tract 4808.03, Los Angeles County, California",4,,,750,44365,0.03255813953488372093,0.7147540983606557377
"060374808042","Block Group 2, Census Tract 4808.04, Los Angeles County, California",1,2,,2469,22887,0.06759443339960238569,0.76809015421115065243
"060374809011","Block Group 1, Census Tract 4809.01, Los Angeles County, California",1,,,3014,21470,0.07109190887666928515,0.63302325581395348837
"060374820011","Block Group 1, Census Tract 4820.01, Los Angeles County, California",1,,,2179,40837,0.10217391304347826087,0.68253968253968253968
"060375004044","Block Group 4, Census Tract 5004.04, Los Angeles County, California",1,,,773,17582,0.07326007326007326007,0.56167400881057268722
"060375027001","Block Group 1, Census Tract 5027, Los Angeles County, California",1,,,1088,21922,0.02163461538461538462,0.40200286123032904149
"060375304002","Block Group 2, Census Tract 5304, Los Angeles County, California",1,,,2465,21125,0.08812856402280974598,0.58193548387096774194
"060375306021","Block Group 1, Census Tract 5306.02, Los Angeles County, California",1,1,,1457,12470,0.06896551724137931034,0.21236872812135355893
"060375307001","Block Group 1, Census Tract 5307, Los Angeles County, California",3,2,,2110,14483,0.10123296560674886437,0.26489533011272141707
"060375308013","Block Group 3, Census Tract 5308.01, Los Angeles County, California",1,,,1746,12416,0.069858712715855573,0.35866261398176291793
"060375309011","Block Group 1, Census Tract 5309.01, Los Angeles County, California",1,2,,1434,10864,0.03536345776031434185,0.19135802469135802469
"060375309012","Block Group 2, Census Tract 5309.01, Los Angeles County, California",1,,,1782,13500,0.11474103585657370518,0.31115660184237461617
"060375311012","Block Group 2, Census Tract 5311.01, Los Angeles County, California",1,,,1726,13307,0.11748251748251748252,0.26785714285714285714
"060375312012","Block Group 2, Census Tract 5312.01, Los Angeles County, California",3,1,,2395,12939,0.09464082098061573546,0.26236263736263736264
"060375312021","Block Group 1, Census Tract 5312.02, Los Angeles County, California",11,10,,1421,12082,0.03220035778175313059,0.3354430379746835443
"060375313022","Block Group 2, Census Tract 5313.02, Los Angeles County, California",4,5,,820,12030,0.0445151033386327504,0.24937027707808564232
"060375313024","Block Group 4, Census Tract 5313.02, Los Angeles County, California",1,,,1668,9142,0.08939014202172096909,0.14664143803216650899
"060375323031","Block Group 1, Census Tract 5323.03, Los Angeles County, California",1,,,908,18661,0.04365620736698499318,0.53046594982078853047
"060375324001","Block Group 1, Census Tract 5324, Los Angeles County, California",53,55,,60,16907,0.03636363636363636364,0.56818181818181818182
"060375327001","Block Group 1, Census Tract 5327, Los Angeles County, California",1,2,,1149,10261,0.11450381679389312977,0.12669683257918552036
"060375328002","Block Group 2, Census Tract 5328, Los Angeles County, California",26,11,,2000,8168,0.05475040257648953301,0.12207527975584944049
"060375329002","Block Group 2, Census Tract 5329, Los Angeles County, California",1,,,1633,12196,0.08367854183927091964,0.17711771177117711771
"060375329003","Block Group 3, Census Tract 5329, Los Angeles County, California",6,4,,2629,9971,0.0945719082260772244,0.13363705391040242976
"060375329004","Block Group 4, Census Tract 5329, Los Angeles County, California",10,4,,1702,7865,0.03666361136571952337,0.06685236768802228412
"060375351013","Block Group 3, Census Tract 5351.01, Los Angeles County, California",1,,,695,19225,0.01763668430335097002,0.23908523908523908524
"060375352001","Block Group 1, Census Tract 5352, Los Angeles County, California",1,4,6,2102,10394,0.12568681318681318681,0.38119834710743801653
"060375352002","Block Group 2, Census Tract 5352, Los Angeles County, California",10,7,,1956,10148,0.08205128205128205128,0.270137524557956778
"060375352003","Block Group 3, Census Tract 5352, Los Angeles County, California",2,2,,1767,12329,0.06439393939393939394,0.28894927536231884058
"060375354001","Block Group 1, Census Tract 5354, Los Angeles County, California",32,13,,1721,9097,0.04316546762589928058,0.22246941045606229143
"060375354002","Block Group 2, Census Tract 5354, Los Angeles County, California",2,1,,794,9777,0.09265734265734265734,0.28266033254156769596
"060375354003","Block Group 3, Census Tract 5354, Los Angeles County, California",14,18,,1205,8405,0.20994475138121546961,0.3903345724907063197
"060375404001","Block Group 1, Census Tract 5404, Los Angeles County, California",4,7,,991,7886,0.046875,0.19557195571955719557
"060375404002","Block Group 2, Census Tract 5404, Los Angeles County, California",1,7,4,1471,9709,0.10113636363636363636,0.22907488986784140969
"060375405011","Block Group 1, Census Tract 5405.01, Los Angeles County, California",1,,,1648,11550,0.09849157054125998225,0.30194805194805194805
"060375406002","Block Group 2, Census Tract 5406, Los Angeles County, California",11,14,,1469,9642,0.06651634723788049605,0.26715328467153284672
"060375407002","Block Group 2, Census Tract 5407, Los Angeles County, California",3,2,,1573,12901,0.13780260707635009311,0.6961722488038277512
"060375408003","Block Group 3, Census Tract 5408, Los Angeles County, California",1,,,895,16573,0.10698365527488855869,0.44807692307692307692
"060375409012","Block Group 2, Census Tract 5409.01, Los Angeles County, California",1,,,1375,14329,0.11632870864461045891,0.40554156171284634761
"060375409014","Block Group 4, Census Tract 5409.01, Los Angeles County, California",1,,,511,14332,0.02238805970149253731,0.39867109634551495017
"060375410011","Block Group 1, Census Tract 5410.01, Los Angeles County, California",2,7,10,1097,14276,0.14925373134328358209,0.38450899031811894882
"060375410021","Block Group 1, Census Tract 5410.02, Los Angeles County, California",1,14,,3037,26110,0.08538058799838904551,0.58798283261802575107
"060375415004","Block Group 4, Census Tract 5415, Los Angeles County, California",1,,,1494,12960,0.11067961165048543689,0.26227208976157082749
"060375432024","Block Group 4, Census Tract 5432.02, Los Angeles County, California",1,,,845,13713,0.19170984455958549223,0.47948717948717948718
"060375434003","Block Group 3, Census Tract 5434, Los Angeles County, California",8,,,288,24130,0.01544401544401544402,0.46090534979423868313
"060375435011","Block Group 1, Census Tract 5435.01, Los Angeles County, California",6,,,1895,12241,0.06677018633540372671,0.44274809160305343511
"060375435023","Block Group 3, Census Tract 5435.02, Los Angeles County, California",1,,,1827,29761,0.04074816299265197061,0.63070238957277335264
"060375435031","Block Group 1, Census Tract 5435.03, Los Angeles County, California",1,,,2873,28374,0.05889724310776942356,0.61247637051039697543
"060375436021","Block Group 1, Census Tract 5436.02, Los Angeles County, California",4,1,,3903,22031,0.11242038216560509554,0.57252186588921282799
"060375436031","Block Group 1, Census Tract 5436.03, Los Angeles County, California",11,14,,1879,34554,0.07665505226480836237,0.7248711340206185567
"060375436042","Block Group 2, Census Tract 5436.04, Los Angeles County, California",8,5,,2379,22439,0.1103992114342040414,0.52903225806451612903
"060375437031","Block Group 1, Census Tract 5437.03, Los Angeles County, California",6,3,,3623,24572,0.10716723549488054608,0.54981084489281210593
"060375439053","Block Group 3, Census Tract 5439.05, Los Angeles County, California",1,2,4,2030,21309,0.14025245441795231417,0.47472924187725631769
"060375500001","Block Group 1, Census Tract 5500, Los Angeles County, California",1,,,1032,18501,0.05133689839572192513,0.52386634844868735084
"060375502022","Block Group 2, Census Tract 5502.02, Los Angeles County, California",1,,,1606,19574,0.01563937442502299908,0.710045662100456621
